shop,name,brand,price_jumbo_prime,price_regular,price_now,discount
JUMBO,VINO SIBARIS RESERVA MERLOT X 750ML,SIBARIS,0,0,$ 101.990,0
JUMBO,VINO TINTO SANTA RITA MEDALLA REAL GOLD CON SAUVIGNON X750ML,SANTA RITA,0,0,$ 121.990,0
JUMBO,VINO SALENTEIN MALBEC X750ML,SALENTEIN,0,0,$ 145.990,0
JUMBO,VINO TINTO CUNE RIOJA BOTELLA X 750 ML,CUNE,0,0,$ 97.990,0
JUMBO,VINO TINTO MORANDE RESERVA CABERNET SAUV. X 750 ML,MORANDE,0,0,$ 75.990,0
JUMBO,VINO BARTON & GUESTIER CABERNET SAUVIGNON RES BOTELLA X 750 ML,BARTON,0,0,$ 57.990,0
JUMBO,VINO SOTTANO RESERVA MALBEC X750ML,SOTTANO,0,0,$ 87.990,0
JUMBO,VINO TARAPACA CABERNET SAUVIGNON BOTX750ML,TARAPACA,0,0,$ 49.990,0
JUMBO,VINO CHIANTI RUFFINO BOT X 750CM3,RUFFINO,0,0,$ 83.990,0
JUMBO,VINO TINTO BARTON & GUESTIER PINOT NOIR X 750 ML,BARTON & GUESTIER,0,0,$ 65.990,0
JUMBO,VINO BLANCO CHATEAU STE MICHELLE RIESLING X 750 ML,CHATEAU STE MICHELLE,0,0,$ 81.990,0
JUMBO,VINO TINTO PORTIA ROBLE RIBERA DEL DUERO X750ML,PORTIA,0,0,$ 111.990,0
JUMBO,VINO ALIWEN CHARDONNAY X 750 ML,ALIWEN,0,0,$ 75.990,0
JUMBO,VINO TINTO ZUCCARDI BONARDA X 750 ML,ZUCCARDI,0,0,$ 91.990,0
JUMBO,VINO PATA NEGRA TEMPRAN CABERNET SAUVIGNON X750ML,PATA NEGRA,0,0,$ 47.990,0
JUMBO,VINO YELLOW TAIL TINTO SHIRAZ BOTELLA X 750ML,YELLOW,0,0,$ 48.990,0
JUMBO,VINO COUSINO MACUL DON LUIS MERLOT X 750ML,COUSINO MACUL,0,0,$ 59.190,0
JUMBO,VINO PANUL CARMERENE X 750ML,PANUL,0,0,$ 36.990,0
JUMBO,VINO COLOMA PINOT NOIR ROSE X750ML,COLOMA,0,0,$ 67.990,0
JUMBO,VINO NORTON VARIETAL MERLOT X 750 ML,NORTON,0,0,$ 53.090,0
JUMBO,VINO UNDURRAGA ROSADO X750ML,UNDURRAGA,0,0,$ 63.990,0
JUMBO,VINO LAS MORAS ORGÁNICO CHARDONNAY X 750ML,LAS MORAS,0,0,$ 61.190,0
JUMBO,VINO BLANCO SANTA RITA RESERVA SAUVIGNON X 750 ML,SANTA RITA,0,0,$ 61.190,0
JUMBO,VINO TINTO FUZION MALBEC 2018 BOTELLA X750ML,FUZION,0,0,$ 32.990,0
JUMBO,VINO TINTO PICCINI ROSSO TOSCANA X 750 ML,PICCINI,0,0,$ 51.990,0
JUMBO,VINO BORDEAUX KOSHER MOUTON CADET BOTELLA X 750 ML,MOUTONCADET,0,0,$ 151.990,0
JUMBO,VINO MARQUES CABERNET SAUVIGNON X750CM3,MARQUES,0,0,$ 139.990,0
JUMBO,VINO TINTO SANTA RITA VIEJA RESERVA MERLOT BOTELLA X 750 ML,SANTA RITA,0,0,$ 87.990,0
JUMBO,VINO BLANCO CATENA APPELLATION CHARDONNAY X750ML,CATENA,0,0,$ 95.990,0
JUMBO,VINO TINTO MONTES MERLOT BOTELLA X 750 ML,MONTES,0,0,$ 69.990,0
JUMBO,VINO MONTES ALPHA CABERNET SAUVIGNON X 750 ML,MONTES ALPHA,0,0,$ 145.990,0
JUMBO,VINO TINTO PORTILLO MALBEC X 750 ML,PORTILLO,0,0,$ 67.990,0
JUMBO,VINO SANTA HELENA SAUVIGNON SIGLO ORO X750ML,SANTA HELENA,0,0,$ 57.990,0
JUMBO,VINO TINTO BILA HAUT BOT.X750ML,BILA HAUT,0,0,$ 79.990,0
JUMBO,VINO CASTILLO DE MOLINA MERLOT X750ML + VINO X375ML,CASTILLO MOLINA,0,0,$ 75.990,0
JUMBO,VINO MARAVIDES TEMPRANILLO MEDITARRENEO BOTX750ML,MARAVIDES,0,0,$ 71.990,0
JUMBO,VINO TINTO ZUCCARDI MALBEC X 750 ML,ZUCCARDI,0,0,$ 93.990,0
JUMBO,VINO UNDURRAGA BLANCO CHARDONNAY BOTX750ML,UNDURRAGA,0,0,$ 63.990,0
JUMBO,VINO SANTARITA 120 RVA.ESP.SAUV.BLA.X4UNDX187MLC-U,SANTA RITA,0,0,$ 67.990,0
JUMBO,VINO TINTO BALDUZZI RESERVA CABERNET SAUVIGNON X 750 ML,BALDUZZI,0,0,$ 53.990,0
JUMBO,VINO FAMILIA GASCON TORRONTES BOTELLA X 750 ML,FAMILIA GASCON,0,0,$ 83.990,0
JUMBO,VINO TINTO ARGENTO MALBEC X750ML,ARGENTO,0,0,$ 49.990,0
JUMBO,VINO ROSADO WOODBRIDGE ROBERT W.ZINFANDEL X750 ML,WOODBRIDGE,0,0,$ 59.990,0
JUMBO,VINO SOTTANO MALBEC X750ML,SOTTANO,0,0,$ 51.990,0
JUMBO,VINO COSTANILLA RIOJA TEMPRANILLO BOTELLA X 750 ML,MARQUES DE CACERES,0,0,$ 59.990,0
JUMBO,VINO TINTO CATENA SAUVIGNON AGRELO X750ML,CATENA,0,0,$ 107.990,0
JUMBO,VINO ALIWEN PINOT NOIR RESERVA BOTELLA X 750ML,ALIWEN,0,0,$ 75.990,0
JUMBO,VINO ALIWEN CABERNET SYRAH X750ML,ALIWEN,0,0,$ 75.990,0
JUMBO,VINO SANTA ELENA VARIETAL X750ML,SANTA HELENA,0,0,$ 43.990,0
JUMBO,VINO TRAPICHE BROQUEL MALBEC BOTX750ML,TRAPICHE,0,0,$ 89.990,0
JUMBO,VINO COLOMA TINTO CUVEE X750ML,COLOMA,0,0,$ 67.990,0
JUMBO,VINO MICHEL TORINO COLECCIÓN MALBEC ROSE X 750 ML,MICHEL TORINO,0,0,$ 53.990,0
JUMBO,VINO BLANCO SANTA HELENA VARIETAL SAUVIGNON BOTELLA X750ML,SANTA HELENA,0,0,$ 43.990,0
JUMBO,VINO CERRO VERDE CABERNET SAUVIGNON X 750ML,CERRO VERDE,0,0,$ 35.990,0
JUMBO,VINO NORTON TORRONTES BLANCO X 750 ML,NORTON,0,0,$ 53.990,0
JUMBO,VINO CATENA ALTA MALBEC X 750 ML,CATENA,0,0,$ 249.990,0
JUMBO,VINO CATENA ZAPATA CHARDONNAY X 750 ML,CATENA,0,0,$ 99.990,0
JUMBO,VINO SANTA MARGHERITA PINOT GRIGIO VALDADIGEX750ML,SANTA MARGHERITA,0,0,$ 85.990,0
JUMBO,VINO BLANCO SÉPTIMA CHARDONNAY X750ML,SEPTIMA,0,0,$ 73.990,0
JUMBO,VINO TINTO SANTA RITA VIEJA CABERNET SAUVIGNON X 750 ML,SANTA RITA,0,0,$ 87.990,0
JUMBO,VINO LA FLOR CABERNET SAUVIGNON X 750ML,LA FLOR,0,0,$ 57.990,0
JUMBO,VINO BLANCO ZUCCARDI TORRONTES VIOGNIER X 500 ML,ZUCCARDI,0,0,$ 75.990,0
JUMBO,VINO TINTO FUZION CABERNET SAUVIGNON 2018 BOTELLA X750ML,FUZION,0,0,$ 32.990,0
JUMBO,VINO MONTES TINTO CABERNET SAUVIGNON BOTELLA. X 750 ML,MONTES,0,0,$ 69.990,0
JUMBO,VINO BLANCO MINAVELHA BLEND LISBOA X750ML,MINAVELHA,0,0,$ 61.990,0
JUMBO,VINO TINTO SANTA HELENA SIGLO ORO X750CC,SANTA HELENA,0,0,$ 57.990,0
JUMBO,VINO TINTO LA POSTA BLEND X750ML,LA POSTA,0,0,$ 67.990,0
JUMBO,VINO TINTO CRIANZA MARQUES DE CÁCERES BOTELLA X 750 ML,MARQUES DE CACERES,0,0,$ 107.990,0
JUMBO,VINO TINTO CRIANZA CUNE RIOJA BOTELLA X 750 ML,CUNE,0,0,$ 75.990,0
JUMBO,VINO CALITERRA CABERNET SAUVIGNON BOT.X750ML,CALITERRA,0,0,$ 79.990,0
JUMBO,VINO BLANCO CHARDONNAY SANTIAGO 1541 BOTELLA X750ML,SANTIAGO 1541,0,0,$ 41.990,0
JUMBO,VINO LA FLOR SAUVIGNON BLANCO X 750ML,LA FLOR,0,0,$ 49.990,0
JUMBO,VINO BLANCO SANTA RITA 120 CHARDONNAY BOTELLA X 750 ML,SANTA RITA,0,0,$ 63.990,0
JUMBO,VINO TINTO BERONIA RIOJA ECOLÓGICO TEMPRILLO X750ML,BERONIA CRIANZA,0,0,$ 83.990,0
JUMBO,VINO BLANCO COTE DES ROSES LANGUEDOC BOTELLA X 750ML,COTE DES ROSES,0,0,$ 71.990,0
JUMBO,VINO AMALAYA ROSADO DE CORTE X 750ML,AMALAYA,0,0,$ 65.990,0
JUMBO,VINO BLANCO PORTILLO SAUVIGNON BLANC X 750 ML,PORTILLO,0,0,$ 67.990,0
JUMBO,VINO LIEBFRAUMILCH DR.MEISTER BOT X 750ML,DR. MEISTER,0,0,$ 36.790,0
JUMBO,VINO TINTO SANTIAGO 1541 MERLOT BOTELLA X750ML,SANTIAGO 1541,0,0,$ 41.990,0
JUMBO,VINO SANGRE DE TORO TINTO TORRES X750ML,SANGRE DE TORO,0,0,$ 69.990,0
JUMBO,VINO JP CHENET CINSAULT ROSE,JP CHENET,0,0,$ 53.990,0
JUMBO,VINO UNDURRAGA SAUVIGNON BLANC BOTX750ML,UNDURRAGA,0,0,$ 63.990,0
JUMBO,VINO GUSTO SYRAH ROBLE BOT.X750ML,GUSTO,0,0,$ 47.990,0
JUMBO,VINO TINTO SOL DE CHILE CABERNET SAUVIGNON X750ML,SOL DE CHILE,0,0,$ 49.990,0
JUMBO,VINO TINTO FINCA LA LINDA OLD VINES MALBEC X 750 ML,FINCA,0,0,$ 79.990,0
JUMBO,VINO VIÑAS DEL VERO BLANCO CHARDONNAY ESP 2018 X750ML,VINAS DEL VERO,0,0,$ 49.990,0
JUMBO,VINO CERRO VERDE SAUVIGNON BLANCO X 750 ML,CERRO VERDE,0,0,$ 35.990,0
JUMBO,VINO TINTO GATO NEGRO CABERNET SAUVIGNONX375ML,GATO NEGRO,0,0,$ 23.990,0
JUMBO,VINO SEIXOSO VERDE BLANCO PORTUGAL BOT.X750ML,SEIXOSO,0,0,$ 25.990,0
JUMBO,VINO BLANCO LA HUERTA SAUVIGNON X750ML,LA HUERTA,0,0,$ 33.990,0
JUMBO,VINO MONTERIO ROSADO TEMPRANILLO BOTX750ML,MONTEIRO,0,0,$ 37.990,0
JUMBO,VINO MARQUES CASA CONCHA ETIQ. NEG.BOTX750ML,MARQUES,0,0,$ 175.990,0
JUMBO,VINO UNDURRAGA TINTO CABERNET SAUVIGNON BOTELLA X 750 ML,UNDURRAGA,0,0,$ 239.990,0
JUMBO,VINO PROTOS CRIANZA TINTOX750CM3,PROTOS,0,0,$ 179.990,0
JUMBO,VINO CASTILLO MOLINA MERLOT X 750CM3,CASTILLO MOLINA,0,0,$ 79.990,0
JUMBO,VINO CHATEAUNEUF DU PAPE X 750 ML,BARTON,0,0,$ 207.990,0
JUMBO,VINO TINTO MEDALLA REAL CABERNET SAUVIGNON X 750 ML,SANTA RITA,0,0,$ 121.990,0
JUMBO,VINO TINTO SIGNOS DE ORIGEN CABERN.SAUVIG. X750ML,SIGNOS DE ORIGEN,0,0,$ 115.990,0
JUMBO,VINO CASAL GARCIA ROSE BOTELLA X 750 ML,CASAL GARCIA,0,0,$ 81.990,0
JUMBO,TINO COUSINO-MACUL CABERNET SAUV. ANT RESVX750CM3,COUSINO MACUL,0,0,$ 85.990,0
JUMBO,VINO MARQUÉS DE CÁCERES ROSE BOT X 750 ML,MARQUES DE CACERES,0,0,$ 79.990,0
JUMBO,VINO CASA LAPOSTOLLE CABERNET SAUVIGNON X 750 ML,LAPOSTOLLE,0,0,$ 85.990,0
JUMBO,VINO TINTO PROTOCOLO TEMPRANILLO ORGANIC X 750 ML,PROTOCOLO,0,0,$ 41.990,0
JUMBO,VINO LAGARDE MERLOT BOTELLA X750ML,LAGARDE,0,0,$ 133.990,0
JUMBO,VINO TINTO GARZON TANNAT CORTE X750ML,GARZON,0,0,$ 79.990,0
JUMBO,VINO CRIANZA DE CASTILLA TINTO-750 ML,MAYOR CASTILLA,0,0,$ 97.990,0
JUMBO,VINO FAUSTINO VII BLANCO VIURA RIOJA BOTELLA X 750 ML,FAUSTINO,0,0,$ 91.990,0
JUMBO,VINO UNDURRAGA CABERNET SAUVIGNON BOTX375ML,UNDURRAGA,0,0,$ 43.990,0
JUMBO,VINO SIBARIS RESERVA CHARDONNAY X 750 ML,SIBARIS,0,0,$ 101.990,0
JUMBO,VINO TINTO NORTON PRIVADA BLEND X750ML,NORTON,0,0,$ 133.990,0
JUMBO,VINO CRIANZA TORREMILANOS BOTELLA X 750 ML,TORREMILANOS,0,0,$ 161.990,0
JUMBO,VINO GATO NEGRO 9LIVES CARMENERE BOT.X750ML,GATO NEGRO,0,0,$ 61.990,0
JUMBO,VINO FINCA LA LINDA BLANCO HIGH VINES SAUVIGNON X 750ML,FINCA,0,0,$ 75.990,0
JUMBO,VINO TINTO GREY CARMENERE X 750 CC,VENTISQUERO,0,0,$ 97.990,0
JUMBO,VINO TINTO MORANDE RESERVA MERLOT X 750 ML,MORANDE,0,0,$ 71.990,0
JUMBO,VINO SANTA RITA RESERVA SAUVIGNON BLANC X 375ML,SANTA RITA,0,0,$ 48.990,0
JUMBO,VINO TINTO PORTIA CRIANZA RIBERA DEL DUERO X750ML,PORTIA,0,0,$ 145.990,0
JUMBO,VINO CASAL GARCIA BLANCO BOTELLA X 750 ML,CASAL GARCIA,0,0,$ 81.990,0
JUMBO,VINO BLANCO TRIVENTO RESERVE CHARDONNAY BOT.X750ML,TRIVENTO,0,0,$ 59.990,0
JUMBO,VINO TINTO LA VENDIMIA TEMPRANILLO RIOJA X 750 ML,LA VENDIMIA,0,0,$ 93.990,0
JUMBO,VINO GATONEGRO 9LIVES RESERVE SAUV.BLANC BOTX750ML,GATO NEGRO,0,0,$ 63.990,0
JUMBO,VINO TINTO MINAVELHA BLEND LISBOA X750ML,MINAVELHA,0,0,$ 61.990,0
JUMBO,VINO MICHEL TORINO COLECCIÓN X750ML,MICHEL TORINO,0,0,$ 53.990,0
JUMBO,VINO VENTISQUERO RESERVA CARMENERE X 750 ML,VENTISQUERO,0,0,$ 51.990,0
JUMBO,VINO TINTO VINAS DEL VERO LUCES BLEND PAGUE 2 LLEVE 3 X750ML C/U,VINAS DEL VERO,0,0,$ 107.990,0
JUMBO,VINO PANUL CABERNET SAUVIGNON X 750ML,PANUL,0,0,$ 36.990,0
JUMBO,VINO PORTILLO ROSE X750ML,PORTILLO,0,0,$ 67.990,0
JUMBO,VINO MONTERIO BLANCO VIURA BOTX750ML,MONTEIRO,0,0,$ 37.990,0
JUMBO,VINO TINTO LA HUERTA MERLOT X750 ML,LA HUERTA,0,0,$ 32.690,0
JUMBO,VINO TINTO SANTA HELENA GRAN RESERVA MERLOT X750ML,SANTA HELENA,0,0,$ 81.990,0
JUMBO,VINO ALIWEN CABERNET MERLOT X 750 ML,ALIWEN,0,0,$ 75.990,0
JUMBO,VINO COLOMA MUSCAT BLANCO SECO X750ML,COLOMA,0,0,$ 65.990,0
JUMBO,VINO ALTO LOS CARNEROS RESERVA MALBEC X750ML,ALTO LOS CARNEROS,0,0,$ 57.990,0
JUMBO,VINO SANTA ANA MALBEC X 750 ML,SANTA ANA,0,0,$ 53.990,0
JUMBO,VINO TINTO SANTA ROSA MALBEC X 750 ML,ZUCCARDI,0,0,$ 51.990,0
JUMBO,VINO TINTO SOL DE CHILE CARMENERE X750ML,SOL DE CHILE,0,0,$ 49.990,0
JUMBO,VINO FINCA LA ESCONDIDA TORRONTES X 750 ML,LA ESCONDIDA,0,0,$ 45.990,0
JUMBO,TINO COUSIQO-MACUL DON LUIS CAB. SAUV.X750CM3,COUSINO MACUL,0,0,$ 59.990,0
JUMBO,VINO ESTANCIA MENDOZA MALBEC ROBLE X 750ML,ESTANCIA MENDOZA,0,0,$ 49.990,0
JUMBO,VINO TINTO FOUNDER`S COLLECTION CARMENERE X 750 ML,UNDURRAGA,0,0,$ 294.990,0
JUMBO,VINO TINTO MUGA RESERVA RIOJA D.O.C. X 750 ML,RIOJA,0,0,$ 157.990,0
JUMBO,VINO TINTO ZUCCARDI Q MALBEC X 750 ML,ZUCCARDI,0,0,$ 151.990,0
JUMBO,VINO FRANC LA CELIA RESERVA CABERNET X 750ML,PIONEER,0,0,$ 91.990,0
JUMBO,VINO TINTO MARQUES DE CACERES RESERVA RIOJA X 750 ML,MARQUES DE CACERES,0,0,$ 204.990,0
JUMBO,VINO LAGARDE MALBEC BOTELLA X 750ML,LAGARDE,0,0,$ 133.990,0
JUMBO,VINO SANTA ANA CABERNET SAUVIGNON RESERVA BOTELLA X 750 ML,SANTA ANA,0,0,$ 81.990,0
JUMBO,VINO TINTO DANZANTE CHIANTI X 750ML,DANZANTE,0,0,$ 123.990,0
JUMBO,VINO TINTO SANTA RITA VIEJA RESERVA CARMENERE X 750 ML,SANTA RITA,0,0,$ 87.990,0
JUMBO,VINO TINTO MARQUÉS DE CASA CONCHA MERLOT X 750 ML,MARQUES,0,0,$ 139.990,0
JUMBO,VINO TINTO SANTA MARGHERITA CHIANTICLASSICOX750ML,SANTA MARGHERITA,0,0,$ 119.990,0
JUMBO,VINO MORANDE PIONERO MERLOT BOT X 750 ML,MORANDE,0,0,$ 53.990,0
JUMBO,VINO ROSADO BARTON & GUESTIER COTES PROVENCE X750ML,BARTON & GUESTIER,0,0,$ 111.990,0
JUMBO,VINO BLANCO MARQUES DE CACERES RIOJA X750ML,MARQUES DE CACERES,0,0,$ 73.990,0
JUMBO,VINOTINTO SANTA RITA RESERVADO MDLLA REAL CARMENERE X750ML,SANTA RITA,0,0,$ 121.990,0
JUMBO,VINO TINTO BALDUZZI CABERNET SAUVIGNON X 750 ML,BALDUZZI,0,0,$ 43.990,0
JUMBO,VINO BLANCO LA POSTA BLEND X750ML,LA POSTA,0,0,$ 61.990,0
JUMBO,VINO QUINTA DA LIXA BLANCO TRAJADURA BOT.X750ML,QUINTA DA LIXA,0,0,$ 36.990,0
JUMBO,VINOBLANCO BARON PHILIPPE ROTHSCHILD SAUVIGNON BLANC X750ML,BARON PHILIPPE,0,0,$ 61.990,0
JUMBO,VINO KILLKA CHARDONNAY X750ML,KILLKA,0,0,$ 99.990,0
JUMBO,VINO ORGÁNICO ADOBE MERLOT RESERVA X 750 ML,EMILIANA,0,0,$ 59.990,0
JUMBO,VINO BLANCO NAVARRO CORREAS COLECCIÓN PRIVADA CHARDONNAY BOTELLA X 750ML,NAVARRO CORREAS,0,0,$ 81.990,0
JUMBO,VINO SAUVIGNON BLANCO SANTIAGO 1541 BOTELLA X750ML,SANTIAGO 1541,0,0,$ 41.990,0
JUMBO,VINO RIOJA MUGA ROSADO BOTELLA X750ML,RIOJA,0,0,$ 95.990,0
JUMBO,VINO TINTO CHATEAU STE MICHELLE CABERNETSAUVX750ML,CHATEAU STE MICHELLE,0,0,$ 95.990,0
JUMBO,VINO TINTO ALTOS LAS HORMIGAS MALBEC X 750 ML,ALTOS LAS HORMIGAS,0,0,$ 95.990,0
JUMBO,VINO SANTA CAROLINA RESERVA ESP.SAUVIGNON X750CM3,SANTA CAROLINA,0,0,$ 65.990,0
JUMBO,VINO SANTA RITA 3 MED. CAB.SAUVIG PG2LEV3X750MLC-U,SANTA RITA,0,0,$ 93.990,0
JUMBO,VINO BLANCO BARON PHILIPPE ROTHSCHILD CHARDONNAY X750ML,BARON PHILIPPE,0,0,$ 61.990,0
JUMBO,VINO SANTA HELENA SIGLO ORO RESERVA CARMENERE BOTELLA X 750 ML,SANTA HELENA,0,0,$ 57.990,0
JUMBO,VINO LAPOSTOLLE CASA CARMENERE X 750ML,LAPOSTOLLE,0,0,$ 85.990,0
JUMBO,VINO BLANCO MIL CAMINHOS WHITE BLEND X750ML,MIL CAMINHOS,0,0,$ 49.990,0
JUMBO,VINO TRIVENTO GOLDEN RESERVE BOT X 750CM3,TRIVENTO,0,0,$ 139.990,0
JUMBO,VINO CALITERRA MERLOT BOT.X750ML,CALITERRA,0,0,$ 83.990,0
JUMBO,VINO JACOBS CREEK CLASICO SHIRAZ X750ML,JACOBS CREEK,0,0,$ 51.990,0
JUMBO,VINO CASTILLO DE LIRIA BLANCO X 750 ML PAGUE 2 LL,CASTILLO DE LIRIA,0,0,$ 79.990,0
JUMBO,VINO CATENA ZAPATA ARGENTO CABERNET X 750 ML,ARGENTO,0,0,$ 49.990,0
JUMBO,BRANDY CINCO ESTRELLAS ORO X700ML,CINCO ESTRELLAS,0,0,$ 51.190,0
JUMBO,VINO SANTA CAROLINA TINTO BOTELLA X 750ML,SANTA CAROLINA,0,0,$ 41.990,0
JUMBO,VINO MAISON CASTEL CABERNET SAUVIGNON GRAND RESERVE BOTELLA X 750 ML,CASTEL FRERES,0,0,$ 65.990,0
JUMBO,VINO LAS MORAS RESERVA MALBEC X 750 ML,LAS MORAS,0,0,$ 57.990,0
JUMBO,VINO ALIWEN RESERVA ROSE X 750ML,ALIWEN,0,0,$ 75.990,0
JUMBO,VINO JACOBS CREEK CLASICO CHARDONNAY X750ML,JACOBS CREEK,0,0,$ 49.990,0
JUMBO,VINO VINAS DEL VERO TINTO CABERNET SAUVIGNON ESP2016 X750ML,VINAS DEL VERO,0,0,$ 49.990,0
JUMBO,VINO MORANDE CLASIC SAUVIGNON BLANC X750ML,MORANDE,0,0,$ 47.990,0
JUMBO,VINO TINTO ADOBE CARMENERE X 750 ML,EMILIANA,0,0,$ 59.990,0
JUMBO,VINO TRIVENTO MERLOT BOT X750CM3,TRIVENTO,0,0,$ 29.990,0
JUMBO,VINO TINTO FINCA LA LINDA SMART BLEND X 750 ML,FINCA,0,0,$ 79.990,0
JUMBO,VINO SANTA ANA RESERVA X 750 ML,SANTA ANA,0,0,$ 81.990,0
JUMBO,VINO TINTO BALDUZZI CARMENERE X 750 ML,BALDUZZI,0,0,$ 45.990,0
JUMBO,VINO ALIWEN SAUVIGNON X 750 ML,ALIWEN,0,0,$ 75.990,0
JUMBO,VINO SANTIAGO 1541 TNT CABERNET SAUVIGNON BOTELLA X750ML,SANTIAGO 1541,0,0,$ 41.990,0
JUMBO,VINO UNDURRAGA LATE HARVEST RESERVA X 375 ML,UNDURRAGA,0,0,$ 89.990,0
JUMBO,VINO BLANCO SOL DE CHILE SAUVIGNON BLANCO X750ML,SOL DE CHILE,0,0,$ 49.990,0
JUMBO,VINO VIÑAS DEL VERO ROSADO MERLOT 2018 2018 BOTELLA X 750ML,VINAS DEL VERO,0,0,$ 49.990,0
JUMBO,VINO MONTGRAS ROSADO PINK X 750ML,MONTGRAS,0,0,$ 53.990,0
JUMBO,VINO ESPUMOSO PICCINI LAMBRUSCO X750ML,PICCINI,0,0,$ 45.990,0
JUMBO,VINO BLANCO CASTILLO LIRIA VIURA SAUVIGNONX750ML,CASTILLO DE LIRIA,0,0,$ 37.990,0
JUMBO,VINO TINTO BALDUZZI RESERVA CARMENERE X 750 ML,BALDUZZI,0,0,$ 51.990,0
JUMBO,VINO ALTAS CUMBRES CABERNET SAUVIGNON X 750 ML,ALTAS CUMBRES,0,0,$ 81.990,0
JUMBO,VINO TINTO ESTANCIA MENDOZA ROBLE BONARDA X750ML,ESTANCIA MENDOZA,0,0,$ 43.990,0
JUMBO,VINO AMALAYA TINTO DE CORTE X750ML,AMALAYA,0,0,$ 71.990,0
JUMBO,VINO FINCA LA ESCONDIDA MALBEC X 750 ML,LA ESCONDIDA,0,0,$ 43.990,0
JUMBO,VINO ROBERT MONDAVI WOODBRIDGE CABERNET SAUVIGNON X 750 ML,ROBERT MONDAVI,0,0,$ 65.990,0
JUMBO,VINO MARAVIDES CHARDONNAY BOTX750ML,MARAVIDES,0,0,$ 65.990,0
JUMBO,VINO D´ALAMEL CARMENERE BOT.X750ML,D´ALAMEL,0,0,$ 63.990,0
JUMBO,VINO TINTO CUNE RIOJA GRAN RESERVA X750ML,CUNE,0,0,$ 151.990,0
JUMBO,VINO TINTO SANTA CAROLINA RESERVA X 750CM3,SANTA CAROLINA,0,0,$ 135.990,0
JUMBO,VINO LAN GRAN RESERVA X 750 ML,LAN RIOJA,0,0,$ 259.990,0
JUMBO,VINO ROSADO MUGA RIOJA D.O.C. X 750 ML,RIOJA,0,0,$ 95.990,0
JUMBO,VINO ROSADO MONTES CHERUB SYRAH X 750 ML,MONTES CHERUB,0,0,$ 93.990,0
JUMBO,VINO CASA LAPOSTOLLE MERLOT X 750 ML,LAPOSTOLLE,0,0,$ 85.990,0
JUMBO,VINO CASTILLO MOLINA CABERNET SAV. X 750CM3,CASTILLO MOLINA,0,0,$ 79.990,0
JUMBO,VINO CALITERRA SAUVIGNON BLANC BOT.X750ML,CALITERRA,0,0,$ 79.990,0
JUMBO,VINO TINTO BOTTER CHIANTI DOC X750ML,BOTTER,0,0,$ 71.990,0
JUMBO,VINO MARTIN CODAX ALBARINO X 750 ML,CODAX ALBARINO,0,0,$ 101.990,0
JUMBO,VINO TINTO LA MONTESA RIOJA CRIANZA X 750 ML,LA MONTESA,0,0,$ 121.990,0
JUMBO,VINO COUSINO MACUL GRIS CABERNET BOT X 750 ML,COUSINO MACUL,0,0,$ 57.990,0
JUMBO,VINO LAN RIOJA RESERVA BOT.X750ML,LAN RIOJA,0,0,$ 175.990,0
JUMBO,VINO SANGRE DE TORO ROSADO X 750ML,SANGRE DE TORO,0,0,$ 69.990,0
JUMBO,VINO JACOBS CREEK CLASIC CABERNET SAUVIGNON X750ML,JACOBS CREEK,0,0,$ 49.990,0
JUMBO,VINO VOLCANES RESERVA SAUVIGNON BLANC BOTX750ML,VOLCANES,0,0,$ 101.990,0
JUMBO,VINO SANTA RITA 3MED.SAUVIG.BLANCPG.2LEV3X750MLC-U,SANTA RITA,0,0,$ 93.990,0
JUMBO,TRIPACK VINO LAZOSAUV.BLANCBOTX750MLPRECIOESPECIAL,LAZO,0,0,$ 93.990,0
JUMBO,VINO MAISON CASTEL BOTELLA PINOT NOIR GRAND RESERVE X 750 ML,CASTEL FRERES,0,0,$ 65.990,0
JUMBO,VINO TINTO LA CREMA MONTERREY PINOT NOIR X 750 ML,LA CREMA,0,0,$ 169.990,0
JUMBO,VINO TINTO CECCHI CHIANTI X 750 ML,CHIANTI,0,0,$ 83.990,0
JUMBO,VINO VALDIVIESO CABERNET SAUVIGNON X 750 ML,VALDIVIESO,0,0,$ 61.990,0
JUMBO,VINO VALDIVIESO MERLOT AÑO 2020 X 750 ML,VALDIVIESO,0,0,$ 61.990,0
JUMBO,VINO TINTO TERRA MAZZEI BLEND X750ML,TERRA MAZZEI,0,0,$ 85.990,0
JUMBO,VINO BLANCO UNDURRAGA GEWURZTRAMINER X750ML,UNDURRAGA,0,0,$ 65.990,0
JUMBO,VINO CONDES DE ALBAREI BLANCO ALBARIÑO X 750 ML,CONDES DE ALBAREI,0,0,$ 75.990,0
JUMBO,VINO ESPAÑOL VIÑA ESMERALDA X 750 ML,VINA ESMERALDA,0,0,$ 75.990,0
JUMBO,VINO BLANCO SANTA ANA RESERVE CHARDONNAY X 750ML,SANTA ANA,0,0,$ 81.990,0
JUMBO,VINO TINTO SANTIAGO 1541 CARMENERE X750ML,SANTIAGO 1541,0,0,$ 41.990,0
JUMBO,VINO TINTO CASA SILVA CARMENERE LOS LINGUES X750ML,CASA SILVA,0,0,$ 113.990,0
JUMBO,VINO TINTO CASA SILVA ANGOSTURA MERLOT X750ML,CASA SILVA,0,0,$ 113.990,0
